"マスタ商品名","セット品フラグ","商品区分","商品扱区分","航空便不可","掛率区分","商品コード","在庫数","販売予定数","販売価格","品切れ時入荷予定"
"油性ﾏｽｷﾝｸﾞﾘｷｯﾄﾞ","3","01","1","1","62","E133","126","0","1500","入荷次第お届けします"
"水性ﾏｽｷﾝｸﾞﾘｷｯﾄﾞ","1","01","1","1","62","E135","238","0","1600","入荷次第お届けします"
"ｾﾙﾌｺﾋﾟｰ紙 （10枚ｾｯﾄ）","3","01","1","0","62","E137","391","0","380","入荷次第お届けします"
"ｽﾃﾝｼﾙｼｰﾄ（5枚ｾｯﾄ）","1","03","1","0","61","E138","0","0","300","完売致しました。"
"ｽﾃﾝｼﾙｼｰﾄ(5枚ｾｯﾄ)","3","01","1","0","62","E141","564","0","300","入荷次第お届けします"
"水溶性ﾒﾃﾞｨｳﾑ(100ml)","1","03","1","1","62","E142","0","0","2400","販売終了致しました"
"ﾏｽｷﾝｸﾞ･ｼｰﾄ(5枚ｾｯﾄ)","3","01","1","0","62","E147","345","0","1000","入荷次第お届けします"
"ﾀｲﾙ(大)用額ﾅﾁｭﾗﾙﾀﾞｰｸﾌﾞﾗｳﾝ   **","1","03","1","0","62","E148","0","0","800","販売終了致しました"
"ｾﾗﾐｯｸ･ﾍﾟﾝｼﾙ 青   *","1","03","1","0","62","E153","0","0","300","完売致しました"
"ｾﾗﾐｯｸ･ﾍﾟﾝｼﾙ　赤              *","1","03","1","0","62","E155","0","0","300","販売終了致しました"
"ｾﾗﾐｯｸ･ﾍﾟﾝｼﾙ 紫","1","03","1","0","62","E161","0","0","1430","販売終了致しました"
"ｾﾗﾐｯｸ･ﾍﾟﾝｼﾙ 肌色","1","01","1","0","62","E162","38","0","1180","販売終了致しました"
"ｾﾗﾐｯｸ･ﾍﾟﾝｼﾙ（10色ｾｯﾄ）","1","01","1","0","62","E163","562","0","4300","入荷次第お届けします"
"ｸﾗｯｸﾙﾛｰｼｮﾝ（丸）","1","01","1","1","62","E171","72","0","3880","入荷次第お届けします"
"ｸﾗｯｸﾙﾛｰｼｮﾝ（角）","1","01","1","1","62","E172","169","0","3880","入荷次第お届けします"
"ﾗｽﾀｰ液　パール","1","01","1","1","62","E173","1","0","3010","販売終了致しました"
"ﾗｽﾀｰ液　ライトブルー","1","01","1","1","62","E174","2","0","4090","販売終了致しました"
"ﾗｽﾀｰ液　ピンク","1","03","1","1","62","E177","0","0","3910","販売終了致しました"
"ﾗｽﾀｰ液　ダークブラウン","1","01","1","1","62","E178","21","0","3770","販売終了致しました"
"油性ﾒﾃﾞｨｳﾑ","1","01","1","1","62","E179","6","0","850","入荷次第お届けします"
"ラベンダーオイル","1","01","1","1","62","E180","43","0","1600","入荷次第お届けします"
"ｽﾄﾛｰｸﾚｯｽﾝｼｰﾄ《花を描く》","1","03","1","0","61","E182","0","0","400","販売終了いたしました"
"水溶性ﾒﾃﾞｨｳﾑｿﾙﾍﾞﾝﾄ","3","01","1","1","62","E183","230","0","800","入荷次第お届けします"
"スポンジ002","3","03","1","0","62","E185","0","0","780","販売終了致しました"
"ﾀｲﾙ(大)用額ﾅﾁｭﾗﾙｳｯﾄﾞ        **","1","03","1","0","62","E186","0","0","800","販売終了致しました"
"ﾀｲﾙ(小)3枚用額ﾊﾟｰﾙﾎﾜｲﾄ    E187","3","01","1","0","62","E187","300","0","1500","入荷次第お届けします"
"ﾀｲﾙ(小)6枚用額ﾅﾁｭﾗﾙｳｯﾄﾞ","1","01","1","0","62","E188","23","0","2000","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具用ｿﾙﾍﾞﾝﾄ","1","01","1","1","62","E191","197","0","800","入荷次第お届けします"
"ﾗｽﾀｰ液  オレンジ","1","03","1","1","62","E192","0","0","3770","販売終了致しました"
"ﾎﾟｰｾﾗｰﾂ･ﾍﾟｲﾝﾄｻｰﾌｪｲｻｰ","1","01","1","1","62","E194","561","0","1300","入荷次第お届けします"
"キルンアートクリーナー","3","01","1","1","62","E195","478","0","1700","入荷次第お届けします"
"ｵｰﾅﾒﾝﾄﾎﾙﾀﾞｰ ﾌｧｳﾝﾃﾝ","3","03","1","0","62","E196","0","0","1500","限定数終了致しました"
"スポンジばさみ","1","01","1","0","62","E200","1227","0","450","入荷次第お届けします"
"タイル(大)用額ゴールド","1","03","1","0","61","E202","0","0","1200","限定数終了しました"
"ﾎﾟｰｾﾗｰﾂ･ﾍﾟｲﾝﾄｻｰﾌｪｲｽﾊﾟｳﾀﾞｰ","1","01","1","0","62","E203","26","0","1800","入荷次第お届けします"
"水溶性メディウム（遅乾性）30g","1","01","1","1","62","E204","288","0","920","入荷次第お届けします"
"イリスリターダー 100ml","1","01","1","1","62","E205","140","0","1200","入荷次第お届けします"
"ﾎﾟｰｾﾗｰﾂ･ﾌﾞﾗｯｼﾝｸﾞｻｰﾌｪｲｻｰ","3","01","1","1","62","E206","196","0","1070","入荷次第お届けします"
"ﾀｲﾙ(大)用額ﾊﾟｰﾙｸﾘｰﾑ        ***","1","03","1","0","61","E207","0","0","1860","販売終了致しました。"
"ｵｰﾅﾒﾝﾄﾎﾙﾀﾞｰ スター(小)*   E209","3","03","1","0","61","E209","0","0","1200","限定数終了しました"
"ﾗｽﾀｰ液　グリーン002","1","03","1","1","62","E213","0","0","4090","販売終了致しました"
"ﾗｽﾀｰ液　イエロー002","1","03","1","1","62","E214","0","0","3770","販売終了致しました"
"ﾀｲﾙ(大)用額ﾀﾞｰｸﾌﾞﾗｳﾝ","1","01","1","0","62","E215","129","0","880","入荷次第お届けします"
"ﾀｲﾙ(大)用額ﾗｲﾄﾍﾞｰｼﾞｭ","1","01","1","0","62","E216","275","0","880","入荷次第お届けします"
"ﾏｽｷﾝｸﾞﾃｰﾌﾟ(2個ｾｯﾄ)","1","01","1","0","62","E217","648","0","300","入荷次第お届けします"
"ﾀｲﾙ(大)用額ﾊﾟｰﾙｿﾌﾄﾋﾟﾝｸ      **","1","03","1","0","62","E218","0","0","1200","限定数終了しました"
"タイル(小)用二連額 ブラウン*","1","03","1","0","61","E220","-1","0","2100","限定数終了しました"
"ﾀｲﾙ(小)3枚用額ライトベージュ","1","01","1","0","62","E221","107","0","1500","入荷次第お届けします"
"ﾀｲﾙ(小)3枚用額ブラウン","1","01","1","0","62","E222","103","0","1500","入荷次第お届けします"
"ﾀｲﾙ(大)用額ホワイト(金ﾗｲﾝ)  *","1","03","1","0","61","E223","0","0","1380","限定数終了しました"
"タイル(大)2枚用額ブルーオーク*","1","03","1","0","61","E224","0","0","1850","限定数終了しました"
"プレートハンドル（ゴールド）","1","03","1","0","61","E225","0","0","800","限定数終了しました"
"ｴﾀｰｼﾞｪﾗ2段金具 ゴールド002","1","01","1","0","62","E226","76","0","1450","入荷次第お届けします"
"ﾀｲﾙ(大)用額レッド(金ﾗｲﾝ)","1","03","1","0","62","E227","-2","0","1490","限定数終了しました"
"GIFTBOXｸﾞﾘｰﾝ×ｲｴﾛｰ(ﾘﾎﾞﾝ付)E228","3","01","1","0","15","E228","279","0","620","限定数終了致しました"
"GIFTBOX ﾊﾟｰﾙﾍﾞｰｼﾞｭ(ﾘﾎﾞﾝ付)E229","3","01","1","0","15","E229","787","0","620","限定数終了致しました"
"ﾀｲﾙ(大)用額ﾊﾟｰﾙﾋﾟﾝｸ(銀ﾗｲﾝ)","1","01","1","0","62","E230","-195","0","1580","入荷次第お届けします"
"ｲﾘｽ ｱｲｱﾝﾚｯﾄﾞ","3","02","1","0","62","E260","0","0","800",""
"上絵の具 紅梅色","3","03","1","0","15","E274","2","0","680","限定数終了しました"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ｾﾚﾝﾚｯﾄﾞ E301*","3","03","1","0","62","E301","0","0","850","販売終了しました"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ｱｲｱﾝﾚｯﾄﾞ E302","3","01","1","0","62","E302","263","0","600","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ｵﾚﾝｼﾞ  E303*","3","03","1","0","62","E303","0","0","800","販売終了しました"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ﾏﾘｰｺﾞｰﾙﾄﾞE304","3","01","1","0","62","E304","241","0","600","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ﾗｲﾄｲｴﾛｰ  E305","3","01","1","0","62","E305","188","0","600","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ｲｴﾛｰｸﾞﾘｰﾝE306","3","01","1","0","62","E306","221","0","600","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ｵﾘｰﾌﾞｸﾞﾘｰE307","3","01","1","0","62","E307","301","0","600","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ｸﾞﾘｰﾝ    E308","3","01","1","0","62","E308","256","0","600","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ｳｫｰﾀｰﾌﾞﾙｰE309","3","01","1","0","62","E309","188","0","600","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ｺﾊﾞﾙﾄﾌﾞﾙｰE310","3","01","1","0","62","E310","202","0","600","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ﾊﾞｲｵﾚｯﾄ  E311","3","01","1","0","62","E311","276","0","1400","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ﾊﾟｰﾌﾟﾙ   E312","3","01","1","0","62","E312","318","0","2200","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ﾛｰｽﾞﾋﾟﾝｸ E313","3","01","1","0","62","E313","336","0","1400","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ﾋﾟﾝｸ     E314","3","01","1","0","62","E314","205","0","1200","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ﾌﾚｯｼｭ    E315","3","01","1","0","62","E315","269","0","600","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ﾌﾞﾗｳﾝ    E316","3","01","1","0","62","E316","174","0","600","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ﾌﾞﾗｯｸ    E317","3","01","1","0","62","E317","161","0","600","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ﾐｷｼﾝｸﾞﾎﾜｲE318","3","01","1","0","62","E318","173","0","600","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ｺﾞｰﾙﾄﾞ   E319","3","01","1","0","62","E319","309","0","1200","入荷次第お届けします"
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ ﾊﾟｰﾙ     E320","3","01","1","0","62","E320","227","0","1200","入荷次第お届けします"
"ﾗｽﾀｰ液  ﾍﾟｰﾙﾋﾟﾝｸ  5g","1","01","1","1","62","E321","129","0","2700","入荷次第お届けします"
"ﾗｽﾀｰ液  ﾊﾟｰﾙ  5ｇ","1","01","1","1","62","E322","138","0","2700","入荷次第お届けします"
"ﾗｽﾀｰ液  ﾀﾞｰｸﾌﾞﾗｳﾝ  5ｇ","1","01","1","1","62","E323","69","0","2700","入荷次第お届けします"
"ﾗｽﾀｰ液  ｵﾚﾝｼﾞ  5ｇ","1","01","1","1","62","E324","44","0","2700","入荷次第お届けします"
"ﾗｽﾀｰ液  ﾋﾟﾝｸ  5ｇ","1","01","1","1","62","E325","25","0","2700","入荷次第お届けします"
"ﾗｽﾀｰ液  ｲｴﾛｰ002  5ｇ","1","01","1","1","62","E326","61","0","2700","入荷次第お届けします"
"ﾗｽﾀｰ液  ｸﾞﾘｰﾝ002  5ｇ","1","01","1","1","62","E327","37","0","2700","入荷次第お届けします"
"ﾗｽﾀｰ液  ﾗｲﾄﾌﾞﾙｰ  5ｇ","1","01","1","1","62","E328","64","0","2700","入荷次第お届けします"
"先尖りﾋﾟﾝｾｯﾄ","1","01","1","0","65","E850","60","0","540","入荷次第お届けします"
"アートナイフ","1","01","1","0","47","E901","197","0","550","入荷次第お届けします"
"コンパスカッター","3","01","1","0","62","E902","407","0","500","入荷次第お届けします"
"カッターマットA4","1","01","1","0","62","E904","276","0","800","入荷次第お届けします"
"ピンセット","1","03","1","0","62","E905","9","0","1000","急遽販売終了しました"
"「ゆりのﾌﾟﾚｰﾄ｣見本作品写真ｾｯﾄ","1","03","1","0","61","E907","0","0","400","販売終了致しました。"
"｢四季のﾘｰｽﾌﾟﾚｰﾄ｣図案・写真ｾｯﾄ","1","03","1","0","61","E908","0","0","1200","販売終了致しました。"
"白無地転写紙に描く水彩画図案","1","03","1","0","61","E920","0","0","200","販売終了致しました。"
"無鉛上絵の具12色セット","2","01","1","0","62","E922","12","0","15270",""
"無鉛ﾒﾀﾘｯｸ上絵の具7色セット","2","01","1","0","62","E923","14","0","9130",""
"ﾍﾟｰｽﾄ上絵の具ｲﾘｽ18色ｾｯﾄ","2","01","1","0","62","E926","161","0","15800",""
"上絵の具11色ｾｯﾄ","2","01","1","0","62","E927","148","0","8370",""
"キルンアートクリーナー","1","01","1","1","62","F028","0","0","1700","入荷次第お届けします"
"BCS ｾﾗｼｰﾄ","1","01","1","0","65","F029","0","0","0","入荷次第お届けします"
"乳鉢 F030","3","01","1","0","65","F030","25","0","600","入荷次第お届けします"
"ﾊﾞｯﾄL F031","3","01","1","0","65","F031","48","0","2840","入荷次第お届けします"
"ﾊﾟｳﾀﾞｰｽﾄﾚｰﾅｰ F032","3","01","1","0","65","F032","39","0","320","入荷次第お届けします"
"ｽﾃﾝｼﾙﾎﾞｰﾄﾞ（水玉） F033","3","01","1","0","65","F033","29","0","2200","入荷次第お届けします"
"ﾊﾝﾄﾞﾘｭｰﾀｰ002","1","01","1","0","65","F034","25","0","17200","入荷次第お届けします"
"耐水ﾍﾟｰﾊﾟｰ 100番","3","03","1","0","42","F035","0","0","100","入荷次第お届けします"
"耐水ﾍﾟｰﾊﾟｰ 220番  F036","3","01","1","0","42","F036","54","0","100","入荷次第お届けします"
"耐水ﾍﾟｰﾊﾟｰ 400番  F037","3","01","1","0","42","F037","43","0","100","入荷次第お届けします"
"耐水ﾍﾟｰﾊﾟｰ 600番   F038","3","01","1","0","42","F038","49","0","100","入荷次第お届けします"
"耐水ﾍﾟｰﾊﾟｰ 800番   F039","3","01","1","0","42","F039","108","0","100","入荷次第お届けします"
"耐水ペーパー 1000番  F040","3","01","1","0","42","F040","59","0","100","入荷次第お届けします"
"ﾄﾞﾗﾑﾋﾞｯﾄ   F041","3","01","1","0","65","F041","24","0","1200","入荷次第お届けします"
"ﾀﾞｲﾔﾄﾞﾗﾑ 100番  F042","3","01","1","0","65","F042","47","0","2800","入荷次第お届けします"
"ﾀﾞｲﾔﾄﾞﾗﾑ 240番  F043","3","01","1","0","65","F043","52","0","2800","入荷次第お届けします"
"ﾀﾞｲﾔﾄﾞﾗﾑ 400番  F044","3","01","1","0","65","F044","42","0","2800","入荷次第お届けします"
"ﾀﾞｲﾔﾄﾞﾗﾑ 800番  F045","3","01","1","0","65","F045","42","0","2800","入荷次第お届けします"
"ﾌｪﾙﾄﾋﾞｯﾄ   F046","3","01","1","0","65","F046","48","0","900","入荷次第お届けします"
"ﾏｲｸﾛｸﾗﾝﾌﾟ  F047","3","01","1","0","65","F047","35","0","600","入荷次第お届けします"
"酸化ｾﾘｳﾑ粉  F048","3","01","1","0","65","F048","43","0","2400","入荷次第お届けします"
"ﾀﾞｲﾔﾋﾞｯﾄφ1.1㎜   F049","3","01","1","0","65","F049","40","0","1100","入荷次第お届けします"
"ﾋｰﾄﾝ・ﾊﾞﾁｶﾝ ｼﾙﾊﾞｰ10個ｾｯﾄ","1","01","1","0","65","F050","120","0","900","入荷次第お届けします"
"ﾋｰﾄﾝ・ﾊﾞﾁｶﾝ ｺﾞｰﾙﾄﾞ10個ｾｯﾄ","1","01","1","0","65","F051","135","0","900","入荷次第お届けします"
"ﾗﾝﾆﾝｸﾞﾌﾟﾗｲﾔｰ（ｽﾄﾛﾝｸﾞ）","1","01","1","0","65","F052","24","0","1800","入荷次第お届けします"
"ﾗﾝﾆﾝｸﾞﾌﾟﾗｲﾔｰ(ｽﾄﾛﾝｸﾞ)用替えｶﾊﾞｰ","1","01","1","0","65","F053","43","0","300","入荷次第お届けします"
"ｻﾝﾄﾞﾄﾞﾗﾑ 600番（5個ｾｯﾄ）  F054","3","01","1","0","65","F054","43","0","700","入荷次第お届けします"
"ｶﾞﾗｽﾌｭｰｼﾞﾝｸﾞ会員登録申請ｾｯﾄ","2","01","1","0","52","F100","36","0","10000","入荷次第お届けします"
"ｶﾞﾗｽﾌｭｰｼﾞﾝｸﾞ ﾍﾞｰｼｯｸﾃｸﾆｯｸﾌﾞｯｸ","1","01","1","0","46","F101","193","0","3000","入荷次第お届けします"
"資格認定ｶﾘｷｭﾗﾑ課題作品ﾁｪｯｸｼｰﾄ","1","01","1","0","46","F102","175","0","2000","入荷次第お届けします"
"ｶﾞﾗｽﾌｭｰｼﾞﾝｸﾞ ﾁﾗｼ（50枚）","1","01","1","0","42","F103","92","0","300","入荷次第お届けします"
"ｶﾞﾗｽﾌｭｰｼﾞﾝｸﾞ会員登録の手引き","3","01","1","0","52","F104","0","0","0","入荷次第お届けします"
"ｶﾞﾗｽﾌｭｰｼﾞﾝｸﾞ倶楽部会則","3","01","1","0","52","F105","0","0","0","入荷次第お届けします"
"ｶﾞﾗｽﾌｭｰｼﾞﾝｸﾞ会員登録申請書","3","01","1","0","52","F106","0","0","0","入荷次第お届けします"
"預金口座振替依頼書","3","01","1","0","52","F107","0","0","0","入荷次第お届けします"
"ｶﾞﾗｽﾌｭｰｼﾞﾝｸﾞ教材ｶﾀﾛｸﾞ","1","01","1","0","42","F108","41","0","300","入荷次第お届けします"
"ｽﾄﾗｲﾌﾟの器  ﾚｼﾋﾟ ｾｯﾄ","2","01","1","0","65","F109","29","0","2500",""
"ｿｰﾌﾟﾃﾞｨｯｼｭﾚｼﾋﾟ ｾｯﾄ","2","01","1","0","65","F110","31","0","2500",""
"ﾀｯｸﾌュｰｼﾞﾝｸﾞのｱｸｾｻﾘｰﾚｼﾋﾟ ｾｯﾄ","2","01","1","0","65","F111","27","0","2500",""
"ﾌﾘﾙの器ﾚｼﾋﾟ ｾｯﾄ","2","01","1","0","65","F112","30","0","2500",""
"石畳の器ﾚｼﾋﾟ ｾｯﾄ","2","01","1","0","65","F113","33","0","2500",""
"波の皿レシピ ｾｯﾄ","2","01","1","0","65","F114","31","0","2500",""
"ストライプの器レシピ F115","3","01","1","0","15","F115","29","0","1000","入荷次第お届けします"
"フリルの器レシピ        F116","3","01","1","0","15","F116","30","0","1000","入荷次第お届けします"
"波の皿レシピ      F117","3","01","1","0","15","F117","31","0","1000","入荷次第お届けします"
"石畳の器レシピ       F118","3","01","1","0","15","F118","33","0","1000","入荷次第お届けします"
"ﾀｯｸﾌュｰｼﾞｸﾞのｱｸｾｻｱﾘｰﾚｼﾋﾟ  F119","3","01","1","0","15","F119","27","0","1000","入荷次第お届けします"
"ｿｰﾌﾟﾃﾞｨｯｼｭﾚｼﾋﾟ    F120","3","01","1","0","15","F120","32","0","1000","入荷次第お届けします"
